
label,text
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801711011023
smish,আপনার অ্যাকাউন্টটি সুরক্ষিত করতে অবিলম্বে লগইন করুন: [secureaccount.com/LoginBD]
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"৳১০০ ক্যাশব্যাক! ৩০জিবি+৫০০মি. @৳৩৯৯ ৩০দিন,নিয়ে নাও: cutt.ly/AwkY4L2C"
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২৭,৯৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২২ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.northsouth.edu.bd/ লগইন করুন। (North South)"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনি কক্সবাজারে একটি বিনামূল্যের ৭ দিনের ছুটির জন্য নির্বাচিত হয়েছেন। নিশ্চিত করতে 'YES' উত্তর দিন। লিঙ্কে ট্যাপ করুন: www.face3b00kurl.com।
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
smish,আপনি Royal Tulip Sea Pearl Resort-এ বিনামূল্যে ৩ দিনের অবস্থান জিতেছেন। নিশ্চিত করতে 017XXXXXXXX এ কল করুন।
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
smish,"আপনার মৌলিক স্থায়ীত্বের মধ্যে ক্যামব্রিজ ইউনিভার্সিটি এপ্লিকেশন ফি মুক্ত! পড়ার স্বপ্ন পূরণ করতে আজই যোগাযোগ করুন - ০১৭৪৬৬৩৫৭২৫"""
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,আপনার বিদ্যুৎ বিল পরিশোধ না হওয়ায় সংযোগ কেটে দেয়া হবে। কল করুন +8801912233445
promo,"নতুন ডিলে লেভেলআপ ইন্টারনেটিং ২৫জিবি+৪০০মি@৳৩৯৭,৩০দিন cutt.ly/oeeJSDbP"
smish,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: http://bit.ly/CardLimit
smish,কোন জমা ছাড়াই ১০০% হোম লোন সুবিধা। ২৪ ঘণ্টার মধ্যে অনুমোদন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
smish,ক্রিপ্টো ট্রেডিং এ বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/CryptoDeal
normal,০১৭২৯১৭২৯৬৪ নাম্বারে রকেটে টাকা পাঠান।
normal,তোমার প্রতিভা অসাধারণ।
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801715566778
normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
normal,শুভ ক্রিসমাস!
normal,আজ কি করলে সময় গজবে?
normal,শুক্রবার কি প্ল্যান?
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy"
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
normal,"সব ঠিক হয়ে যাবে, সাহস রেখো।"
promo,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
normal,"তুমি কি প্রিয় বই পড়ছো? হ্যাঁ, বিখ্যাত বই পড়ি।"
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।"
smish,"বিপিএল বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
normal,"হ্যালো, কি খবর?"
normal,না বললে জানতামই না
smish,"৫০,০০০ টাকা বিনিয়োগে ১,৫০,০০০ টাকা অর্জন করুন! কল করুন: +8801717677789"
normal,আমি একটি বার্তা পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা সমাধান দেয় এই যা অন্য একটি সমাধান দেয়।
normal,ভাইয়া ভর্তির জন্য কি বাবার আয়ের সনদ দিতেই হয়??  বলবেন একটু
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
normal,আপনি কি চিন্তা করছেন?
promo,ফার্নিচারে মেগা সেল! সব পণ্যে ১৫-৩০% ছাড়। আজই ভিজিট করুন।
normal,আমি একটি গল্প পড়তে হবে।
smish,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801719900112
smish,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801916566678"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify
normal,আজ তোমার স্কুলের কী কাজ হয়েছে?
normal,"হ্যালো, কেমন আছো?"
normal,তুমি কোথায় আছো?
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: promusic.co/components/interbank.com/
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
normal,আমার কি করতে হবে বলো।
normal,"আমি ঠিক আছি, ধন্যবাদ।"
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। কল করুন: +8801716677889
promo,২৬ জানুয়ারি ২০২৪ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় ‘‘মিলে নবীন-পুরনো অংশীজন/কাস্টমস করবে লক্ষ্য অর্জন”। জাতীয় রাজস্ব বোর্ড
normal,শুভ পয়লা বৈশাখের প্রীতি ও শুভেচ্ছা!
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
normal,সুপ্রভাত!
promo,"লোটো লি কুপারে
নগদ পেমেন্টে BMW জেতার সুযোগ
বিকাশে ১০% ক্যাশব্যাক
শপ্র"
smish,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন
promo,শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,"হ্যালো, কেমন আছেন আপনি?"
smish,"প্রিয় গ্রাহক, আপনার কার্ডের নতুন পিন কোড জেনারেট করতে নিচের লিঙ্কে যান এবং পূর্ববর্তী সকল ইনফরমেশন প্রদান করুন, অবশ্যই সঠিক পিন কোডটি শেয়ার করবেন। লিঙ্ক: www.pinupdate.com"
normal,তোমার প্রতিভা অসাধারণ।
smish,বিটকয়েন দিয়ে সহজে অর্থ উপার্জন করুন! আজই শুরু করুন: http://bit.ly/EasyCrypto
smish,মেধাবী ছাত্রছাত্রীদের জন্য শিক্ষাবৃত্তির সুবিধা ও অভিজ্ঞ ডাক্তারের সাথে সরাসরি ফ্রি পরামর্শসহ বছরে ৳১৯০০০০ হেলথ কভারেজের সাথে হেলথ প্লাসের অন্যান্ন সুবিধা পেতে START RP লিখে পাঠিয়ে দিন 28477.
smish,"এই লিঙ্কটি অনুসরণ করুন আপনার বিনামূল্যের পুরস্কার দাবি করতে, যোগাযোগ করুন: 01956789215"
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD]
normal,তুমি কি সুইমিং করছো?
normal,"হ্যালো, কি করছো?"
promo,আমাদের প্রোডাক্টে ডিসকাউন্ট চলছে। বিস্তারিত জানাতে এই নাম্বারে যোগাযোগ করুন: ০১৭৮৯৬৫৪৩২১।
smish,আপনার একাউন্টের তথ্য আপডেট করতে কল করুন +8801712233445
smish,মাশরাফির সাথে ফ্রি ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: promusic.co/components/interbank.com/
promo,বিকাশ অ্যাপে skitto deals এ ৩০টাকা পর্যন্ত ক্যাশব্যাক cutt.ly/8HBaVWF
normal,শুভ মহাষ্টমী!
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@৳৫৬৯, ৩০দিন: cutt.ly/HwQzEu9E"
smish,"১,০০,০০০ টাকা বিনিয়োগে ৩,০০,০০০ টাকা পান! কল করুন: +8801914344356"
smish,"প্রাই মিনিটস লেপটপ স্কিমের আওতায় লেপটপের জন্য আবেদন করুন https://laptop.vkxd.top/?ok=8yYRANEs
"
normal,"কখনো অন্যায়, অত্যাচারের জন্য নিজের আওয়াজকে রুখে দিও সত্য ও ন্যায়ের কথা বলতে।"
promo,"১০০৳ ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,ফার্নিচারে মেগা সেল! সব পণ্যে ১৫-৩০% ছাড়। আজই ভিজিট করুন।
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,আশা করি তোমার দিনটি ভালো কাটুক!
normal,তোমার প্রতিভা সীমাহীন।
normal,এই কষ্টটাও কেটে যাবে।
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
normal,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
normal,শুভ সকাল!
normal,আমি কি করতে পারি?
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,"১৭ই মে, ২০২৪ বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস (WTISD) উপলক্ষ্যে অনলাইন রচনা প্রতিযোগিতা আয়োজন করা হয়েছে। অংশ গ্রহণ করতে ক্লিক করুনঃ https://bit.ly/wtisd24"
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889
smish,"কাওর কাছে যাওয়ার দরকার নেই, কাউকে কোনো অ্যাড ফি দিতে হবে না। নিজের কাজ নিজেই করে লাখ টাকা আয় করুন। যোগদান করতে নিচের লিঙ্কে ক্লিক করুন:
[https://t.me/hamster_Kombat_bot/start](https://t.me/hamster_Kombat_bot/start)"
promo,"৳৮০ ক্যাশব্যাকে বেশি বেশি ডাটা ৩০জিবি@৳৩১৯, ৩০দিন cutt.ly/aw59tNYD"
normal,"তাওহীদ হলো সমস্ত দোয়া, সমস্ত কান্নাকাটি, সাহায্য চেয়ে সমস্ত আবেদন, সমস্ত আশা এবং সকল কল্যাণের আগমন ও সকল ক্ষতি নিবারণের জন্য প্রার্থনা অন্য কেউ নয় বরং কেবলই আল্লাহর উদ্দেশ্যে হতে হবে। - [ইমাম মুহাম্মাদ আলী আশ-শাওকানী (আল দূর আল-নাদিদ)]"
smish,"প্রবাসে ১০০% নিশ্চিত চাকরির সুযোগ। কোন ফি নেই, শুধু আপনার পাসপোর্ট এবং শিক্ষাগত যোগ্যতা দরকার। যোগাযোগ:০১৮৬৭৫৪৬৩৮৯"
smish,* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50GB ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.net/LoginBD]
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
smish,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012
normal,আপনার পাওনা টাকা জলদি পাঠান ০১৭২৮২৭২৯৩৮।
smish,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobilesecure.com/VerifyBD]
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।
smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801711122334
smish,"প্রিয় ব্যবহারকারী, সমাজসেবা অফিস থেকে আপনার রেমিট্যান্স অ্যাকাউন্ট সাময়িকভাবে স্থগিত করা হয়েছে। পিন সহ অ্যাকাউন্টটি দিন যা পুনরায় প্রতিক্রিয়ার জন্য দেওয়া হয়েছে।পিন:23456"
normal,আপনার গাড়ির সার্ভিসিং-এর সময়সীমা শেষ হয়ে গেছে। দ্রুত যোগাযোগ করুন ০১৮৭৬৫৪৩২১।
smish,"প্রিয় প্রার্থী,
আপনি বাছাই করা হয়েছে
ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা,
মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।"
promo,"৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#"
promo,"২০০৳ ক্যাশব্যাক শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
smish,আপনার ইন্সুরেন্স পলিসি আপডেট করতে এখানে ক্লিক করুন: [insuranceupdate.com/UpdateBD]
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataErrorBot
promo,‘স্মার্ট মোবাইল ফোনে প্রদর্শন করে ই-ড্রাইভিং লাইসেন্স ব্যবহার করা যাবে।’-বিআরটিএ
normal,আপনি কি খবর?
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445
normal,আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?
promo,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy"
normal,"শুভ রাত্রি, ভালো থেকো!"
normal,কি হচ্ছে সব আমাকে বল।
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
normal,আপনি কি চিন্তা করছেন?
smish,আপনি ৬ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716566678
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"লি কুপারে ফ্ল্যাট ৫০% ছাড়
সকল শার্ট, জিন্স, গ্যাবারডিন
আজ ও কাল
শপ্র"
promo,আগামী ১৩ অক্টোবর ২০২৩ দেশব্যাপী মুক্তি পাচ্ছে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর জীবনীর উপর নির্মিত বায়োপিক চলচ্চিত্র 'মুজিব-একটি জাতির রূপকার'। চলে আসুন আপনার নিকটস্থ প্রেক্ষাগৃহে।
smish,আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে এখানে ক্লিক করুন: https://wa.me/8801719876543
smish,আপনার ফোন নম্বরটি ৫০০০ টাকা পুরস্কার জিতেছে! বিস্তারিত জানতে কল করুন +8801715566778
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি @৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন +8801812233445
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,তুমি সবসময় সেরা।
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
promo,<#> আপনার মাইজিপি পিন (code) হচ্ছে: 4283. ভেরিফাই করতে এই পিনটি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই পিনটি ফরওয়ার্ড অথবা কারো সাথে শেয়ার করবেন না FyXTPoy9ZDa
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718788890
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ১০জিবি@৳২৪৯,৩০দিন: cutt.ly/owARsARN"
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
smish,"প্রিয় প্রার্থী,
আপনি বাছাই করা হয়েছে
ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা,
মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।"
normal,তুমি কি পাহাড়ে যাচ্ছো?
normal,"আমি ভালো আছি, ধন্যবাদ।"
smish,আপনার অ্যাকাউন্টের সুরক্ষা যাচাই করতে কল করুন +8801916677889
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ১০জিবি@৳২৪৯,৩০দিন: cutt.ly/owARsARN"
smish,মাশরাফির সাথে একান্ত সময় কাটানোর সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
normal,আমি প্রায় সপ্তাহে একবার মাঠে যায়।
smish,"Dear Customer,

আপনার ইনকাম ট্যাক্স রিফান্ড অনুমোদিত হয়েছে মোট Rs 20,490/-, এই পরিমাণটি শীঘ্রই ক্রেডিট হবে। দয়া করে আপনার একাউন্ট নম্বর 5XXXXXXXXXX755 যাচাই করুন। যদি এটি ভুল হয়, তাহলে নীচের লিঙ্কে ক্লিক করে আপডেট করুন আপনার ব্যাংক একাউন্ট তথ্য।

লিঙ্ক: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6)

ধন্যবাদ।"
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৬ সালে পল্লী সমাজসেবা কার্যক্রমের আওতায় সুদমুক্ত ক্ষুদ্রঋণ সহায়থা প্রাপ্ত জনগোষ্ঠীর সংখ্যা ছিল ২১ লক্ষ ৭৭ হাজার। বর্তমান সরকারের সময়ে তা দাঁড়িয়েছে ৩৪ লক্ষ ৯০ হাজার।"
normal,কঠোর পরিশ্রমই সাফল্যের পথ।
normal,আমি একটি নতুন প্রতিষ্ঠানের ব্যবসায় করতে চাই।
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
promo,আজকেই শেষ ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,"হ্যালো, ট্র্যাকিং কোড Dz-8342-FY344 সহ আপনার FEDEX প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1"
normal,"সবকিছু ঠিকঠাক হবে, আমি জানি।"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,আমাদের প্রোডাক্টে ডিসকাউন্ট চলছে। বিস্তারিত জানাতে এই নাম্বারে যোগাযোগ করুন: ০১৭৮৯৬৫৪৩২১।
promo,"দৃষ্টিনন্দন স্থাপত্যকলায় অনন্য, ডায়মন্ড ওয়ার্ল্ডের ""দ্য সিগনেচার"" শোরুমের উদ্বোধন হচ্ছে আজ বিকেল ৪টায়। আপনার সপরিবারে উপস্থিতি ও দোয়া আমাদের একান্ত কাম্য। প্রয়োজনে: ০১৭১৩১৯৯২৭০"
normal,০১৮২৭৩৮২৭৩৯ এই নাম্বারে দ্রুত টাকা পাঠাও।
normal,তুমি কি সিনেমার টিকিট কিনছো?
smish,ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন! একটি ক্লিকে বিস্তারিত জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
smish,ফ্রিতে জয়েন করে আপনার ফ্রি সময়কে কাজে লাগিয়ে Dxn কম্পানিতে নেটওয়ার্ক মার্কেটিং বিজনেস করে একটা প্যাসিব ইনকামের রাস্তা তৈরি করতে চান তাহলে ইনবক্স করুন
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
normal,"তারা আমাদের ভাই-বোনদের মৃত্যুর ভয় দেখিয়ে দমিয়ে রাখতে চায়, অথচ আমাদের পেছনে রয়েছে বদর, খন্দক, তাবুকের মতো শত শত স্মৃতি। - [কবি আল মাহমুদ]"
promo,"বাউন্ডারিকৃত রেডি প্লট এখনই বাড়ি করে আয় করুন, কাঠা ৪.৫লক্ষ
01894841736"
normal,প্রাণ চলার জন্য আমার প্রিয় জায়গা বার্বিকিউট।
smish,100+ মোবাইল গেম খেলতে এবং প্রতিদিন 25 কোটি টাকা পর্যন্ত নগদ পুরস্কার জিততে  বৃহত্তম সামাজিক গেমিং অ্যাপ ডাউনলোড করুন।
normal,"সময় নাই, ০১৭২৯১৮২৮৯৩ এই নাম্বারে বিকাশ করুন।"
normal,মেজবান পাখি পক্ষে প্রিয় প্রেমের একটি দৃশ্য বিশ্বাস করা হয়।
smish,আপনার গাড়ির ইন্সুরেন্স নবায়ন করতে কল করুন +8801815566778
promo,"২০০৳ ক্যাশব্যাক শেষ দিন,নাও ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
smish,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
normal,হ্যালো!
normal,তোমার পোষা প্রাণী কেমন আছে?
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার মোবাইল অ্যাপ্লিকেশন আপডেট করতে কল করুন +8801917788990
normal,আপনি কেমন আছেন?
