label,text
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@ ৳৪৭৩, ৩০দিন cutt.ly/zwTmxzpd"
normal,"তোমার আগে কোনো বই পড়েছি? হ্যাঁ, অনেক বই পড়েছি। তুমি কি?"
promo,"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৫৯,৭দিন cutt.ly/owEyhCVt"
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
smish,ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। শুরু করুন: smilesvoegol.servebbs.org/voegol.php
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
normal,আমি যেন কিছু বলতে পারি না।
normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
normal,আমি আমার পারের জন্য না।
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [accountverify.com/VerifyBD]
normal,"হ্যালো, কি খবর?"
promo,"নভেম্বর-২৩
রিচার্জ:0৳
খরচ:
ডেটা:38৳
ভয়েস:57৳
অন্যান্য:0৳"
smish,"যারা ফ্রিতে ইনকাম করতে চান শুধু তারা আমাদের টেলিগ্রাম লিংক এ ডুকে কাজ শুরু করে দেন
https://t.me/Referincomebd4536_bot?start=r02800826975"
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
normal,০১৭২৮২৯১৭৬৫ এই নাম্বারে রকেটে ৫০০ টাকা দাও।
promo,ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল cutt.ly/ywqDAPVv
smish,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill
promo,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
normal,"হ্যালো, কি করছো?"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮,৭দিন: cutt.ly/FwUC6vhp"
normal,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
promo,শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC
normal,তোমার কি বাস্তব ভালো লাগছে? আমি আমার বাসায় অল্প সময় দেওয়া ভালো লাগে।
smish,"৮,০০০ টাকা বিনিয়োগে ২৪,০০০ টাকা পান! কল করুন: +8801919900112"
normal,"তুমি পারবে, আমি জানি।"
normal,বন্ধুরা কেমন আছে?
normal,আমি ভুল মনে হয় এবং আমি এটি সমাধান করতে চাই।
normal,আমি একটি নতুন প্রতিষ্ঠানের সম্মেলন করতে চাই।
promo,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে । ভিজিট করুন: www.joinnavy.navy.mil.bd
promo,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
normal,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন,নিয়ে নাও: cutt.ly/2wQlYv6U"
normal,সকালে হাঁটতে যাবে?
promo,"হটশট ক্যাশব্যাক ৳২০! হটস্পট ডিলে ২২জিবি@৳১৭৭, ৭দিন: cutt.ly/pw746B4G"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,আমাদের প্রোডাক্টে ডিসকাউন্ট চলছে। বিস্তারিত জানাতে এই নাম্বারে যোগাযোগ করুন: ০১৭৮৯৬৫৪৩২১।
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২৪,৫০০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ৩০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iba-du.edu.bd/ লগইন করুন। (IBA)"
smish,মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
normal,এই কষ্টটাও কেটে যাবে।
promo,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
promo,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
promo,সিস্টেমের মান উন্নয়নের জন্য ১১মে রাত ১১:৫৯ থেকে ১২মে সকাল ৮টা পর্যন্ত ফ্লেক্সিলোডের মাধ্যমে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ বা স্ক্রাচ কার্ড দিয়ে রিচার্জ করা যাবে।
normal,কি খবর?
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
smish,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন"
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
normal,এখানে অবস্থান করতে চাও?
smish,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি গাড়ি জিতুন! আজই যোগ দিন: phlebolog.com.ua/libraries/joomla/results.php
smish,শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
normal,তুমি কি থিয়েটারে যাচ্ছো?
normal,"হ্যালো, কেমন আছেন আপনি?"
smish,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন নতুন সিম নিয়ে! বিস্তারিত জানতে ইনবক্স করুন।
promo,অফারের ছড়াছড়ি! এখনই কিনুন ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!
normal,এই সময়টাও কেটে যাবে।
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801711011023
normal,আমি সকালে বাজারে যাচ্ছি।
promo,বিকাশ অ্যাপে skitto deals এ ৩০টাকা পর্যন্ত ক্যাশব্যাক cutt.ly/8HBaVWF
promo,"৳৩০ ক্যাশব্যাকে পকেট সেভিং- ১২জিবি+২০০মি.@৳১৬৯,৭দিন: cutt.ly/Mw59ykAZ"
normal,রাতে কি খাবে?
smish,"https://t.me/Referincomebd4536_bot?start=r09402022185
ঘরে বসে আয়,দিনে ৩০০থেকে ৪০০ টাকা ইনকাম করতে চাইলে
এই লিংকে ক্লিক করে startকরুন ধন্যবাদ ☺️☺️"
normal,শুভ পোহেলা ফাল্গুন!
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801814344356
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
normal,"তুমি একা নও, আমরা আছি তোমার পাশে।"
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,০১৭২৮২৯১৭৬৫ এই নাম্বারে রকেটে ৫০০ টাকা দাও।
promo,<#> আপনার মাইজিপি পিন (code) হচ্ছে: 4283. ভেরিফাই করতে এই পিনটি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই পিনটি ফরওয়ার্ড অথবা কারো সাথে শেয়ার করবেন না FyXTPoy9ZDa
normal,কেমন আছো তুমি? আমি ঠিক আছি। তুমি কি নতুন করে?
smish,"১১০ টাকা এড ফি
🤩টাইপিং জব করবেন
১টা টাইপিং করলে ১০০ টাকা
২টা টাইপিং করলে ২০০টাকা
😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে।
এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন।
ডেইলি পেমেন্ট করা হয়।"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/
normal,আপনি কী করছেন?
normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
promo,"৩০জিবি@৩৮৯৳,৩০দিন প্যাক কিনে পাও ""ডানকি"" মুভি টিকেট: cutt.ly/SwFqDlAs"
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543
normal,কেমন আছো আপনি?
smish,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912
promo,ফিটনেস ইকুইপমেন্টে ১৫% ডিসকাউন্ট! আজই অর্ডার করুন।
smish,"ডেইলি ৫০০,৭০০,১০০০ টাকা ইনকাম
ইমারজে'ন্সি লোক লাগবে।
কেউ করতে চাইলে আমাকে মে'সেজ দিন।"
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
normal,০১৬৭২৫৭৩৮৭৩ নাম্বারে দ্রুত বিকাশ করুন।
normal,আপনি কি খবর?
normal,আমি এখানে।
smish,আপনার বিদ্যুৎ বিল পরিশোধ না হওয়ায় সংযোগ কেটে দেয়া হবে। কল করুন +8801912233445
smish,আপনার ব্যাংক অ্যাকাউন্টের বিবরণ আপডেট করুন। দয়া করে এখানে লগইন করুন: http://bit.ly/AccountUpdate
smish,"যদি আপনার হাতে দিনের ১/২ ঘন্টা ফ্রি সময় থাকে তাহলে জানাবেন।আপনাকে কিছু প্রসেস দেখিয়ে দিবো আপনি সেখান থেকে ইনকাম করতে পারবেন।
তাহলে এখনি Hi বলুন।."
normal,আমি যে ব্যাপারটি অনেক দুঃখ পেয়েছি সেটি হল বাসায় থাকা।
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
smish,শাকিবের সই করা ব্যাট জিততে আজই ক্রিকেটে বাজি ধরুন! এখানে ক্লিক করুন: promusic.co/components/interbank.com/
normal,শুভ সকাল!
normal,হ্যালো!
promo,‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২৪’ প্রদানের লক্ষ্যে ১৮-৪৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
promo,"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন https://mygp.li/ga"
smish,"প্রিয় xxx, অভিনন্দন! আপনার আবেদন এবং রিজিউম যাচাই করার পরে, আমরা আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: +8801918899001"
normal,আপনি কি চিন্তা করছেন?
promo,"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এর ৪৭তম শাহাদত বার্ষিকীতে বিনম্র শ্রদ্ধা""-ডাক ও টেলিযোগাযোগ বিভাগ।"
normal,তোমার দিন কেমন কাটছে?
smish,আপনার গ্যাস সংযোগ পুনরায় সক্রিয় করতে কল করুন +8801719900012
smish,ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন! একটি ক্লিকে বিস্তারিত জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
promo,অফার: সব গ্রোসারিতে ১০% ক্যাশব্যাক। শুধু আজকের জন্য।
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801819900112
promo,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
smish,"প্রিয় গ্রাহক আপনার
বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে
আজ রাত ১০.৩০ মিনিটে
থেকে
বিদ্যুৎ অফিস।
কারণ আপনার
আগের মাসের বিল ছিল না
আপডেট অবিলম্বে দয়া করে
আমাদের সাথে যোগাযোগ করুন
বিদ্যুৎ কর্মকর্তা
9163657962 ধন্যবাদ"
smish,মেধাবী ছাত্রছাত্রীদের জন্য শিক্ষাবৃত্তির সুবিধা ও অভিজ্ঞ ডাক্তারের সাথে সরাসরি ফ্রি পরামর্শসহ বছরে ৳১৯০০০০ হেলথ কভারেজের সাথে হেলথ প্লাসের অন্যান্ন সুবিধা পেতে START RP লিখে পাঠিয়ে দিন 28477.
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801911011123
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।
normal,শুভ সপ্তাহের প্রথম দিন!
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।"
normal,আপনি কেমন আছেন?
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,কেমন আছে তোমাদের পরিবার?
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [securecreditcard.com/UpdateBD]
promo,"সিস্টেম আপগ্রেডেশনের জন্য ৩ অক্টোবর রাত ১২:০১মিনিট থেকে সকাল ৮টা পর্যন্ত,স্কিটো সিমের সকল সেবা বন্ধ থাকবে। বিস্তারিত: cutt.ly/TwvBT4wH"
promo,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
promo,"তোমার জন্য স্পেশাল গিফট, ৬০পয়সা/মিনিট কলরেট, নাও: cutt.ly/qwnfrXbV"
promo,"৳৮০ ক্যাশব্যাকে বেশি বেশি ডাটা ৩০জিবি@৳৩১৯, ৩০দিন cutt.ly/aw59tNYD"
smish,"দুঃখিত, আমি ভুল করে আপনাকে একটি ৬ সংখ্যার OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা ফরওয়ার্ড করতে পারবেন? এখনই দরকার"
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
smish,কোন ডাউন পেমেন্ট ছাড়াই ১০০% গাড়ি লোন সুবিধা। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯
normal,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
smish,"https://t.me/darazbotpay_bot?start=r01789928105.
Free income করতে পারবেন। ১মিনিট ঢুকে দেখলে তো আর কোন সমস্যা নেই,"
normal,০১৮২৭৩৮২৯১৮ এই নাম্বারে জরুরি টাকা পাঠান।
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
promo,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮"
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১২জিবি+৩০০মি@২৯৭৳,৩০দিন cutt.ly/Nw0efEst"
normal,কাল কি করব?
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,কেমন যেন তোমার সময় কাটছে?
normal,কি খাবে আজ? মাছের কারি। তুমি কি পছন্দ করো?
smish,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://t.me/JanataActivateBot
promo,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231"
smish,"ইসলামী ব্যাংক বাংলাদেশ দিচ্ছে ইদ উপলক্ষে গিফ্ট ভাউচার ও বিশাল অফার বিস্তারিত নিচের লিংকে
https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwVJFI-Kw&p=uexjms&_mi1710919302243"
normal,তোমার প্রিয় রঙ কি?
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
normal,আজকে কি রান্না করবে?
normal,"হাই, কি খবর?"
promo,"৳৩০ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৮, ৩০দিন cutt.ly/QwE5OlXt"
normal,"আমি বইটি পড়তে শুরু করলাম, খুব মজার লাগছে।"
promo,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬লক্ষ
01894841736"
normal,"তুমি অনেক শক্তিশালী, তুমি পারবে।"
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
normal,তুমি কি শপিংয়ে গেছো?
normal,আপনার দিন কেমন কাটছে?
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
smish,ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: https://Daraz.com/7ty
normal,আজ খুব ঠাণ্ডা হচ্ছে।
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
smish,রমজান উপহার https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwKVBXhUndyBoPDwKu7&12_9p0xmi&120px 43
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801819899901
smish,"আকর্ষণীয় চাকরি এবং পড়াশোনা, মাসিক বেতন 2 লাখ+ এবং পিআর সুযোগ @ দক্ষিণ কোরিয়া।
বিনামূল্যে শিক্ষাদান এবং বাসস্থান.
01720557103
01720557120
01321200716
01550402100"
smish,আপনার পরিচয় যাচাই করতে হবে। এখানে ক্লিক করুন: [secureidentity.com/VerifyBD]
normal,অতি দ্রুত বিদ্যুৎ বিল আর খালার বিল দিলে খুবই উপকৃত হইতাম।খালা বারবার বলতেছে।একটু তোরা গুরুত্বের সাথে দেখ।খুব উপকার হয়।
promo,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
promo,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।"
normal,ভালো সময় আবার আসবে।
smish,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি @৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
normal,"শুভ রাত্রি, ভালো থেকো!"
smish,ক্রিপ্টো ট্রেডিং এ বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/CryptoDeal
promo,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২২,৯০০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.ulab.edu.bd/ লগইন করুন। (ULAB)"
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
normal,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।
normal,০১৮২৭৩৮২৯১৮ এই নাম্বারে জরুরি টাকা পাঠান।
normal,"হ্যালো, কেমন আছেন?"
smish,অভিনন্দন! আপনি Radisson Blu-তে দুজনের জন্য একটি বিনামূল্যের ডিনার জিতেছেন। আপনার টেবিল বুক করতে কল করুন 017XXXXXXXX।
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801811011023
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২৪,৫০০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ৩০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iba-du.edu.bd/ লগইন করুন। (IBA)"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,আমি একটি নতুন প্রতিষ্ঠানের ব্যবসায় করতে চাই।
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801913233245
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩, ৩০দিন cutt.ly/HwOETkke"
smish,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই।
https://t.me/pixelversexyzbot?start=6760562639"
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
