label,text
smish,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ৫০,০০০ টাকা ক্যাশব্যাক জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php"
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
smish,"জনতা ব্যাংক থেকে ১,০০০ টাকা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801912233445"
normal,শুভ সপ্তাহের প্রথম দিন!
normal,আজকের মিটিং কেমন ছিল?
normal,"সময় নাই, ০১৭২৯১৮২৮৯৩ এই নাম্বারে বিকাশ করুন।"
promo,"“সর্বজনীন পেনশন স্কিমে নিবন্ধন করুন;
উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন”-জাতীয় পেনশন কর্তৃপক্ষ।"
smish,"Assalamualikum! 

Apni Ki Barite Boshe Kono Taka Investment Na Kore Taka Income Korte Can? 
Tahole Amader Bot E Kaj korun.  Amader Bot E Apni Kono Investment Chara Income Korte Parben 

Bot Link :- https://t.me/free_online_income_24bot"
smish,নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801811234567
normal,বাড়িতে একটি নতুন বাড়ি পাচ্ছে।
smish,আপনার একাউন্ট সুরক্ষিত নয়। ৪০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৭৬৫৪৩২১।
normal,কাজ কিভাবে চলছে?
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
normal,শুভ ঈদ-উল-ফিতর!
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
promo,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR"
normal,শুভ পয়লা বৈশাখের প্রীতি ও শুভেচ্ছা!
promo,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।
promo,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
promo,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
smish,"প্রিয় আবেদনকারী, মঙ্গল 04/05 তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন: 09029900659"
normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
normal,"হাই, কি হচ্ছে?"
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789"
normal,আশা করি তোমার সফল হোক!
promo,"‘করবো বীমা, গড়বো দেশ
স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।"
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889
normal,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
normal,তোমার প্রতিভা অসাধারণ।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৪৬জিবি @ ৳৩৯৮,৩০দিন: cutt.ly/AwQzYxAf"
promo,"সেপ্টেম্বর-২৩
রিচার্জ:50৳
খরচ:
ডেটা:168৳
ভয়েস:119৳
অন্যান্য:0৳"
promo,রেস্তোরাঁয় খাওয়ার উপর ১৫% ছাড়! অফারটি সীমিত সময়ের জন্য। আজই আসুন!
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801713233345
normal,"হ্যালো, কি খবর?"
promo,989893 is your verification code for feainternational.com.
normal,তোমার সাহস অসাধারণ।
smish,"২,০০,০০০ টাকা বিনিয়োগে ৪,০০,০০০ টাকা অর্জন করুন! কল করুন: +8801710900912"
promo,"আজ ব্যাংক থেকে বিকাশ-এ ৫০০ টাকা আনলেই ১০ টাকা ক্যাশব্যাক, ১ বার! TCA"
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
promo,"মে-২৪
রিচার্জ:0৳
খরচ:
ডেটা:287৳
ভয়েস:101৳
অন্যান্য:0৳"
normal,তুমি কি সমুদ্রে যাচ্ছো?
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
smish,মেধাবী ছাত্রছাত্রীদের জন্য শিক্ষাবৃত্তির সুবিধা ও অভিজ্ঞ ডাক্তারের সাথে সরাসরি ফ্রি পরামর্শসহ বছরে ৳১৯০০০০ হেলথ কভারেজের সাথে হেলথ প্লাসের অন্যান্ন সুবিধা পেতে START RP লিখে পাঠিয়ে দিন 28477.
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001
smish,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673
promo,ইলেকট্রনিক্স পণ্য কিনলেই ফ্রি শিপিং! অফার শেষ হওয়ার আগে কেনাকাটা করুন।
normal,"আমি ভালো আছি, ধন্যবাদ।"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,"সব ঠিক হয়ে যাবে, চিন্তা কোরো না।"
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/
normal,খালার বিল তা দিলে উপকার হইতো দিতে পারতেছিনা একটু সাহায্য করো খালার বিল তা দিয়া দেই
smish,"প্রিয় গ্রাহক, কলকাতা TS ATM.Txn# S32131611-20191005-এ 31-12-2019 তারিখে A/cXXXXX থেকে 25000 টাকা তোলা হয়েছে৷ আপনার দ্বারা না করা হলে, আপনার কার্ড ব্লক করতে নিবন্ধিত মোবাইল নম্বর থেকে এই এসএমএসটি 7679786941 এ ফরোয়ার্ড করুন বা অবিলম্বে 7029892098 -স্টেট ব্যাঙ্ক অফ ইন্ডিয়াতে কল করুন"
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,"শুভ রাত্রি, ভালো থেকো!"
smish,"প্রতি রেফারে 75 টাকা সর্বনিম্ন 500 টাকা উইথড্র করতে পারবেন। 

https://t.me/Referincomebd4536_bot?start=r07921710994"
smish,"""মেঘের রঙের জন্য স্বাগতম! আসুন আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন - ০১৭৪৬৬৩৫৭২৫"""
normal,"তুমি পারবে, শুধু লেগে থাকো।"
normal,"তুমি শক্তিশালী, তুমি পারবে।"
smish,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই সময়টুকু ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে ৬০০০-১২০০০ টাকা ইনকাম করতে পারবেন In sha Allah😍
smish,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে 18604195555 এ এসএমএস প্রেরণ করুন।"
promo,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@ ৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U
normal,আমি যে অনেক দুঃখ এবং কারণ পেয়েছি সেটি হল বিশেষ সময় সম্পর্কে আমি আবার বলতে চাই।
promo,"১০০'মাদানীএভিনিউ আর্মি হাউজিং(জলসিড়ি)সংলগ্ন প্লট কাঠা৫লক্ষ
01894841729"
smish,আপনার ব্যাংক একাউন্ট থেকে অজানা লেনদেন হয়েছে। বিস্তারিত জানতে কল করুন +8801914455667
normal,শুভ জন্মদিন!
normal,শুক্রবার কি প্ল্যান?
normal,এই পবিত্র মাসে তোমার সবকিছু ভালো হোক!
smish,"৫,০০০ টাকা বিনিয়োগে ২০,০০০ টাকা পান! কল করুন: +8801918899001"
smish,"
বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার
সুবর্ণ সুযোগ"
normal,আমি সকালে একটি কফি খেয়েছি।
normal,অতি দ্রুত বিদ্যুৎ বিল আর খালার বিল দিলে খুবই উপকৃত হইতাম।খালা বারবার বলতেছে।একটু তোরা গুরুত্বের সাথে দেখ।খুব উপকার হয়।
normal,ব্যবসায়ী হওয়া অপরাধ না কিন্তু রাজনৈতিক প্রভাব খাটিয়ে ব্যবসায়ী হওয়া বড় অপরাধ। কারণ এই ব্যবসায়ীদের অর্জিত অর্থের বেশিরভাগই আসে সাধারণ মানুষের রক্তচোষা টাকা থেকে। — রেদোয়ান মাসুদ
normal,তুমি কি গাড়ি চালাচ্ছো?
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! এখনই শুরু করুন: ebayisapidlld.altervista.org/
normal,"সময় নাই, তাড়াতাড়ি টাকা পাঠাও, বিকাশ ০১৯৩৭৩৮২৮৯৩।"
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
smish,আপনার ক্রেডিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [creditcardincrease.com/LimitBD]
promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
normal,"তুমি পারবে, আমি জানি।"
promo,ভ্রমণ প্যাকেজে ২০% ছাড়! বুকিং করতে আজই যোগাযোগ করুন।
normal,আপনি কেমন আছেন?
normal,"হ্যালো, আপনি কি করছেন?"
promo,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801814344356
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF"
promo,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳"
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,"তুমি শক্তিশালী, তুমি পারবে।"
normal,আশা করি তোমার দিনটি ভালো কাটুক!
promo,"লোটোতে শুধুমাত্র আজকের অফার
নির্দিষ্ট পণ্যে
১টি কিনলে ১টি ফ্রী
শপ্র"
smish,বাংলাদেশ ব্যাংক থেকে একটি জরুরি বার্তা এসেছে। কল করুন: +8801914567890
normal,তুমি সবসময় সেরা।
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
normal,কোথায় যাচ্ছো?
smish,"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718788890
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,কি করবে তুমি?
normal,শুভ সরস্বতী পূজা!
normal,"হ্যালো, কেমন আছেন?"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801912122234
smish,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001
normal,তুমি কি শপিং মলে যাচ্ছো?
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,মেসেঞ্জার গ্রুপে পোল দিলে তো হয়। সবাই কি নেই ওই গ্রুপে?
smish,আপনার ইন্টারনেট সংযোগ পুনরায় চালু করতে কল করুন +8801811122334
promo,"৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,"৳১০০ ক্যাশব্যাকে প্রোলেভেল ডিল-১০০জিবি@৳৬৯৮,৩০দিন cutt.ly/AwQzYxAf"
normal,আশা করি তোমার দিনটি ভালো কাটুক!
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন
normal,তুমি কি গাড়ি চালাচ্ছো?
smish,"আপনরা চাকরীর আবেদনা
মঞ্জুরা হায়েছে এবাম
বেটানা প্রতিদিন 3000 টাকা। যোগযোগের তাথ্য: https://wa.me/8801929757090"
smish,"সাইপ্রাস/ইউরোপে স্পট ভর্তি প্রতিনিধির উপস্থিতিতে (মিঃ পাম্বোস) 10-11 অক্টোবর, 100% ভিসার নিশ্চয়তা, ক্রেডিট ট্রান্সফার, টিউশন ফি 5000 ইউরো শুধুমাত্র, বিএসবি, ঢাকা যোগাযোগের নম্বর: 01720577099"
promo,"৪৫৳ ক্যাশব্যাক! ৪৬জিবি @ ৪৫৩৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1"
normal,"হাই, কেমন আছো?"
smish,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: phlebolog.com.ua/libraries/joomla/results.php
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718899001
normal,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
normal,তুমি কি আমার কাছে আসতে চাও?
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
promo,"ঈদ কেনাকাটা হোক ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫%ছাড় ও গোল্ডের আকর্ষণীয় কালেকশন। ভিজিট:qrco.de/beuAOs, ০১৭১৩১৯৯২৭০"
smish,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi"
normal,০১৯২৭২৮৩৯৮৭ এই নাম্বারে রকেটে টাকা পাঠান।
normal,আজকের আপনার দিন কেমন কাটছে?
smish,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
